name,ID, time,latitude,longitude,value,units,range
First Responder Group Leader,leader_1,2020-05-19 14:06:52.589692Z,37.5443,-77.44856,"I see 8 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:06:52.589692Z,37.540435,-77.44222,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:06:53.589692Z,37.5443,-77.448555,"I see 12 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:06:53.589692Z,37.540425,-77.442225,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:06:54.589692Z,37.54431,-77.44854,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:06:54.589692Z,37.540435,-77.442225,"I see 8 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:06:55.589692Z,37.54431,-77.448545,"I see 8 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:06:55.589692Z,37.54044,-77.44224,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:06:56.589692Z,37.544335,-77.448545,"I see 12 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:06:56.589692Z,37.540435,-77.442235,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:06:57.589692Z,37.544335,-77.44855,"I see 8 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:06:57.589692Z,37.54042,-77.442225,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:06:58.589692Z,37.544335,-77.44856,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:06:58.589692Z,37.54043,-77.442235,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:06:59.589692Z,37.544345,-77.448565,"I see 12 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:06:59.589692Z,37.540425,-77.442235,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:00.589692Z,37.544335,-77.44856,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:00.589692Z,37.54044,-77.44223,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:01.589692Z,37.54434,-77.448565,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:01.589692Z,37.54044,-77.442225,"I see 8 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:02.589692Z,37.54436,-77.44856,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:02.589692Z,37.54042,-77.44223,"I see 8 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:03.589692Z,37.544345,-77.44857,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:03.589692Z,37.54044,-77.44224,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:04.589692Z,37.544335,-77.448555,"I see 12 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:04.589692Z,37.540435,-77.442235,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:05.589692Z,37.54433,-77.448565,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:05.589692Z,37.54042,-77.442225,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:06.589692Z,37.54436,-77.44857,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:06.589692Z,37.54042,-77.442235,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:07.589692Z,37.544355,-77.448565,"I see 8 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:07.589692Z,37.54043,-77.44224,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:08.589692Z,37.54433,-77.448565,"I see 12 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:08.589692Z,37.54043,-77.44223,"I see 12 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:09.589692Z,37.54436,-77.44859,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:09.589692Z,37.540425,-77.442225,"I see 12 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:10.589692Z,37.54432,-77.44859,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:10.589692Z,37.540435,-77.44224,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:11.589692Z,37.544345,-77.448585,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:11.589692Z,37.54043,-77.44224,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:12.589692Z,37.544355,-77.4486,"I see 8 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:12.589692Z,37.54043,-77.442235,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:13.589692Z,37.54436,-77.44859,"I see 12 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:13.589692Z,37.54042,-77.442225,"I see 12 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:14.589692Z,37.5444,-77.448605,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:14.589692Z,37.540425,-77.44224,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:15.589692Z,37.544395,-77.448605,"I see 8 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:15.589692Z,37.540435,-77.44224,"I see 8 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:16.589692Z,37.54438,-77.44862,"I see 8 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:16.589692Z,37.540435,-77.44223,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:17.589692Z,37.54438,-77.448615,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:17.589692Z,37.540435,-77.442235,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:18.589692Z,37.54436,-77.44861,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:18.589692Z,37.540425,-77.44224,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:19.589692Z,37.544355,-77.448605,"I see 8 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:19.589692Z,37.54044,-77.44222,"I see 12 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:20.589692Z,37.54436,-77.448615,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:20.589692Z,37.54043,-77.44222,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:21.589692Z,37.54436,-77.44863,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:21.589692Z,37.54043,-77.442225,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:22.589692Z,37.54436,-77.4486,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:22.589692Z,37.54042,-77.44222,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:23.589692Z,37.5444,-77.44861,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:23.589692Z,37.54043,-77.44222,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:24.589692Z,37.54441,-77.44861,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:24.589692Z,37.540435,-77.44224,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:25.589692Z,37.544395,-77.4486,"I see 12 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:25.589692Z,37.540435,-77.44222,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:26.589692Z,37.544425,-77.44861,"I see 12 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:26.589692Z,37.54043,-77.44224,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:27.589692Z,37.5444,-77.448615,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:27.589692Z,37.54044,-77.44222,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:28.589692Z,37.544385,-77.4486,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:28.589692Z,37.54042,-77.442235,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:29.589692Z,37.544375,-77.44861,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:29.589692Z,37.540435,-77.44224,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:30.589692Z,37.54438,-77.448605,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:30.589692Z,37.54043,-77.442225,"I see 12 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:31.589692Z,37.54438,-77.4486,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:31.589692Z,37.540425,-77.44224,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:32.589692Z,37.54439,-77.448605,"I see 12 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:32.589692Z,37.540425,-77.442225,"I see 12 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:33.589692Z,37.5444,-77.448605,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:33.589692Z,37.540435,-77.44223,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:34.589692Z,37.54438,-77.4486,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:34.589692Z,37.540425,-77.44222,"I see 12 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:35.589692Z,37.54437,-77.448615,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:35.589692Z,37.54044,-77.44224,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:36.589692Z,37.544385,-77.448595,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:36.589692Z,37.54042,-77.442225,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:37.589692Z,37.54437,-77.44858,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:37.589692Z,37.54044,-77.44222,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:38.589692Z,37.54435,-77.4486,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:38.589692Z,37.540435,-77.44223,"I see 8 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:39.589692Z,37.54439,-77.44858,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:39.589692Z,37.54044,-77.44224,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:40.589692Z,37.54438,-77.448575,"I see 8 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:40.589692Z,37.54043,-77.442225,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:41.589692Z,37.54438,-77.44859,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:41.589692Z,37.54042,-77.44223,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:42.589692Z,37.54437,-77.44858,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:42.589692Z,37.540425,-77.44222,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:43.589692Z,37.544345,-77.44856,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:43.589692Z,37.540435,-77.44224,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:44.589692Z,37.544375,-77.44855,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:44.589692Z,37.54044,-77.44223,"I see 8 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:45.589692Z,37.5444,-77.448535,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:45.589692Z,37.54042,-77.44222,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:46.589692Z,37.54438,-77.44853,"I see 8 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:46.589692Z,37.540435,-77.44223,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:47.589692Z,37.544385,-77.44854,"I see 12 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:47.589692Z,37.54044,-77.44223,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:48.589692Z,37.544385,-77.448545,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:48.589692Z,37.540425,-77.442235,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:49.589692Z,37.544385,-77.448555,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:49.589692Z,37.54044,-77.44222,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:50.589692Z,37.54438,-77.44857,"I see 8 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:50.589692Z,37.54043,-77.44223,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:51.589692Z,37.544385,-77.448565,"I see 8 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:51.589692Z,37.54043,-77.44222,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:52.589692Z,37.5444,-77.44856,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:52.589692Z,37.54043,-77.442235,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:53.589692Z,37.54442,-77.448555,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:53.589692Z,37.54044,-77.44222,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:54.589692Z,37.54441,-77.448565,"I see 8 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:54.589692Z,37.540425,-77.44224,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:55.589692Z,37.54443,-77.44856,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:55.589692Z,37.540435,-77.442235,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:56.589692Z,37.5444,-77.448545,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:56.589692Z,37.54044,-77.44224,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:57.589692Z,37.54441,-77.448535,"I see 8 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:57.589692Z,37.540435,-77.442235,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:58.589692Z,37.544385,-77.448545,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:58.589692Z,37.540425,-77.44223,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:07:59.589692Z,37.54438,-77.44852,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:07:59.589692Z,37.540425,-77.44222,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:08:00.589692Z,37.54436,-77.44854,"I see 8 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:08:00.589692Z,37.54044,-77.442235,"I see 8 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:08:01.589692Z,37.544385,-77.44854,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:08:01.589692Z,37.54044,-77.44224,"I see 12 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:08:02.589692Z,37.544385,-77.44852,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:08:02.589692Z,37.540425,-77.44223,"I see 12 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:08:03.589692Z,37.54441,-77.448525,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:08:03.589692Z,37.54044,-77.442225,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:08:04.589692Z,37.54439,-77.44851,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:08:04.589692Z,37.540435,-77.44224,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:08:05.589692Z,37.544395,-77.4485,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:08:05.589692Z,37.54043,-77.44223,"I see 12 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:08:06.589692Z,37.54439,-77.44849,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:08:06.589692Z,37.54043,-77.442235,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:08:07.589692Z,37.54435,-77.44851,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:08:07.589692Z,37.540435,-77.44224,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:08:08.589692Z,37.544345,-77.448515,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:08:08.589692Z,37.540435,-77.44222,"I see 9 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:08:09.589692Z,37.544335,-77.448495,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:08:09.589692Z,37.54044,-77.442225,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:08:10.589692Z,37.544365,-77.4485,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:08:10.589692Z,37.540435,-77.44222,"I see 10 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:08:11.589692Z,37.54437,-77.448525,"I see 11 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:08:11.589692Z,37.54043,-77.44222,"I see 12 people, Over",text,MEDIUM
First Responder Group Leader,leader_1,2020-05-19 14:08:12.589692Z,37.54438,-77.44851,"I see 12 people, Over",text,MEDIUM
First Responder Group Leader,leader_2,2020-05-19 14:08:12.589692Z,37.54042,-77.44224,"I see 12 people, Over",text,MEDIUM
